Patch ID,Vendor,Drop Reason,Details
ELBA-2025-23316,Oracle,Not System Critical,Component 'nodejs-nodemon' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23317,Oracle,Not System Critical,Component 'nodejs-packaging' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23318,Oracle,Not System Critical,Component 'python-jmespath' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23319,Oracle,Not System Critical,Component 'java' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23320,Oracle,Not System Critical,Component 'virt-v2v' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23321,Oracle,Not System Critical,Component 's-nail' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23324,Oracle,Not System Critical,Component 'freeradius' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23327,Oracle,Not System Critical,Component 'boost' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23329,Oracle,Not System Critical,Component 'ignition' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23330,Oracle,Not System Critical,Component 'httpd' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23331,Oracle,Not System Critical,Component 'python-awscrt' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23333,Oracle,Not System Critical,Component 'libwacom' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23335,Oracle,Not System Critical,Component 'squid' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23337,Oracle,Not System Critical,Component 'man-pages' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23340,Oracle,Not System Critical,Component 'hwloc' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23341,Oracle,Not System Critical,Component 'dracut' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23361,Oracle,Not System Critical,Component 'unixODBC' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23362,Oracle,Not System Critical,Component 'gnome-autoar' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23363,Oracle,Not System Critical,Component 'rest' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23364,Oracle,Not System Critical,Component 'nodejs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23365,Oracle,Not System Critical,Component 'nodejs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23366,Oracle,Not System Critical,Component 'nodejs-packaging' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23368,Oracle,Not System Critical,Component 'gnome-settings-daemon' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23370,Oracle,Not System Critical,Component 'osinfo-db' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23371,Oracle,Not System Critical,Component 'nmap' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23372,Oracle,Not System Critical,Component 'mod_md' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23376,Oracle,Not System Critical,Component 'findutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23379,Oracle,Not System Critical,Component 'shadow-utils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23380,Oracle,Not System Critical,Component 'coreutils' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23381,Oracle,Not System Critical,Component 'net-snmp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23385,Oracle,Not System Critical,Component 'util-linux' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23386,Oracle,Not System Critical,Component 'autofs' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23387,Oracle,Not System Critical,Component 'dracut' is not in the whitelist or matches an explicit blacklist
ELBA-2025-23464,Oracle,Not System Critical,Component 'tzdata' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25722,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25728,Oracle,Not System Critical,Component 'sos' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25729,Oracle,Not System Critical,Component 'sendmail' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25730,Oracle,Not System Critical,Component 'sendmail' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25732,Oracle,Not System Critical,Component 'leapp-repository' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25734,Oracle,Not System Critical,Component 'oracle-common-release' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25735,Oracle,Not System Critical,Component 'oracle-common-release' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25736,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25737,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25738,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25746,Oracle,Not System Critical,Component 'abrt' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25747,Oracle,Not System Critical,Component 'ocfs2-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25748,Oracle,Not System Critical,Component 'kexec-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25749,Oracle,Not System Critical,Component 'kexec-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25750,Oracle,Not System Critical,Component 'kexec-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25751,Oracle,Not System Critical,Component 'oracle-common-release' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25752,Oracle,Not System Critical,Component 'oraclelinux-developer-release-el9' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25765,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-25766,Oracle,Not System Critical,Component 'leapp-repository' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28001,Oracle,Not System Critical,Component 'leapp-repository' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28006,Oracle,Not System Critical,Component 'crypto-policies' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28013,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28014,Oracle,Not System Critical,Component 'libkdumpfile' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28015,Oracle,Not System Critical,Component 'leapp-repository' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28017,Oracle,Not System Critical,Component 'leapp-repository' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28030,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28031,Oracle,Not System Critical,Component 'rust-rpm-sequoia' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28033,Oracle,Not System Critical,Component 'bpftrace' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28034,Oracle,Not System Critical,Component 'grafana' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28039,Oracle,Not System Critical,Component 'rpm' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28042,Oracle,Not System Critical,Component 'g8ec1341' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28044,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28045,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28046,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28052,Oracle,Not System Critical,Component 'rust-sequoia-sq' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28053,Oracle,Not System Critical,Component 'freeradius' is not in the whitelist or matches an explicit blacklist
ELBA-2025-28057,Oracle,Not System Critical,Component 'oracle-common-release' is not in the whitelist or matches an explicit blacklist
ELBA-2025-43214,Oracle,Not System Critical,Component 'libbpf' is not in the whitelist or matches an explicit blacklist
ELBA-2025-43215,Oracle,Not System Critical,Component 'libbpf' is not in the whitelist or matches an explicit blacklist
ELBA-2025-43234,Oracle,Not System Critical,Component 'libpaper' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0106,Oracle,Not System Critical,Component 'open-vm-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0107,Oracle,Not System Critical,Component 'WALinuxAgent' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0138,Oracle,Not System Critical,Component 'sos' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0307,Oracle,Not System Critical,Component 'container-selinux' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0369,Oracle,Not System Critical,Component 'openscap' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0616,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0617,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0618,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0619,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0620,Oracle,Not System Critical,Component 'dotnet' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0621,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0622,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0623,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0624,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0834,Oracle,Not System Critical,Component '389-ds-base' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0859,Oracle,Not System Critical,Component 'cloud-init' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0860,Oracle,Not System Critical,Component 'open-vm-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0883,Oracle,Not System Critical,Component 'os-prober' is not in the whitelist or matches an explicit blacklist
ELBA-2026-0885,Oracle,Not System Critical,Component 'cockpit' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1354,Oracle,Not System Critical,Component 'dpdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1355,Oracle,Not System Critical,Component 'mod_security_crs' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1356,Oracle,Not System Critical,Component 'fuse-overlayfs' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1357,Oracle,Not System Critical,Component 'rig' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1358,Oracle,Not System Critical,Component 'WALinuxAgent' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1360,Oracle,Not System Critical,Component 'nmstate' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1361,Oracle,Not System Critical,Component 'v4l-utils' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1362,Oracle,Not System Critical,Component 'cmake' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1363,Oracle,Not System Critical,Component 'virt-v2v' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1365,Oracle,Not System Critical,Component 'cloud-init' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1826,Oracle,Not System Critical,Component 'crypto-policies' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1827,Oracle,Not System Critical,Component 'zlib-ng' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1830,Oracle,Not System Critical,Component 'dpdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1832,Oracle,Not System Critical,Component 'apr-util' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1833,Oracle,Not System Critical,Component 'nmstate' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1834,Oracle,Not System Critical,Component 'libnbd' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1835,Oracle,Not System Critical,Component 'virt-v2v' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1839,Oracle,Not System Critical,Component 'cloud-init' is not in the whitelist or matches an explicit blacklist
ELBA-2026-1841,Oracle,Not System Critical,Component 'nbdkit' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2411,Oracle,Not System Critical,Component 'kexec-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2416,Oracle,Not System Critical,Component 'sssd' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2417,Oracle,Not System Critical,Component 'gnome-settings-daemon' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2418,Oracle,Not System Critical,Component 'gcc-toolset' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2423,Oracle,Not System Critical,Component 'gnome-shell-extensions' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2424,Oracle,Not System Critical,Component 'sgabios' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2471,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2472,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2473,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2474,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2475,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2476,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2477,Oracle,Not System Critical,Component 'dotnet' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2478,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2479,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2778,Oracle,Not System Critical,Component 'WALinuxAgent' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2779,Oracle,Not System Critical,Component 'redis' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2780,Oracle,Not System Critical,Component 'redis' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2784,Oracle,Not System Critical,Component 'mesa' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2788,Oracle,Not System Critical,Component 'samba' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2790,Oracle,Not System Critical,Component 'opencryptoki' is not in the whitelist or matches an explicit blacklist
ELBA-2026-2791,Oracle,Not System Critical,Component 'libdnf' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3126,Oracle,Not System Critical,Component '389-ds-base' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3155,Oracle,Not System Critical,Component 'virt-v2v' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3156,Oracle,Not System Critical,Component 'numpy' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3160,Oracle,Not System Critical,Component 'ipset' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3161,Oracle,Not System Critical,Component 'samba' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3163,Oracle,Not System Critical,Component 'opencryptoki' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3659,Oracle,Not System Critical,Component 'curl' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3660,Oracle,Not System Critical,Component 'dlm' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3662,Oracle,Not System Critical,Component 'samba' is not in the whitelist or matches an explicit blacklist
ELBA-2026-3663,Oracle,Not System Critical,Component 'python-kdcproxy' is not in the whitelist or matches an explicit blacklist
ELBA-2026-4025,Oracle,Not System Critical,Component '389-ds-base' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50002,Oracle,Not System Critical,Component 'crash' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50003,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50004,Oracle,Not System Critical,Component 'pcp' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50062,Oracle,Not System Critical,Component 'Judy' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50063,Oracle,Not System Critical,Component 'pykickstart' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50064,Oracle,Not System Critical,Component 'osbuild' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50065,Oracle,Not System Critical,Component 'osbuild' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50066,Oracle,Not System Critical,Component 'image-builder' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50067,Oracle,Not System Critical,Component 'bootc' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50068,Oracle,Not System Critical,Component 'bootc' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50069,Oracle,Not System Critical,Component 'bootc' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50070,Oracle,Not System Critical,Component 'bootc' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50072,Oracle,Not System Critical,Component 'gcc' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50083,Oracle,Not System Critical,Component 'oracle-ovirt-release' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50084,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50085,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50097,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50098,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50099,Oracle,Not System Critical,Component 'dtrace' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50111,Oracle,Not System Critical,Component 'cloud-init' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50117,Oracle,Not System Critical,Component 'udisks2' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50127,Oracle,Not System Critical,Component 'oracle-database-preinstall' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50128,Oracle,Not System Critical,Component 'scap-security-guide' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50129,Oracle,Not System Critical,Component 'scap-security-guide' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50137,Oracle,Not System Critical,Component 'mdadm' is not in the whitelist or matches an explicit blacklist
ELBA-2026-50138,Oracle,Not System Critical,Component 'bcache-tools' is not in the whitelist or matches an explicit blacklist
ELBA-2026-62662,Oracle,Not System Critical,Component 'libblockdev' is not in the whitelist or matches an explicit blacklist
ELEA-2025-15898,Oracle,Not System Critical,Component 'nodejs' is not in the whitelist or matches an explicit blacklist
ELEA-2025-16048,Oracle,Not System Critical,Component 'mysql-selinux' is not in the whitelist or matches an explicit blacklist
ELEA-2025-17423,Oracle,Not System Critical,Component 'nodejs' is not in the whitelist or matches an explicit blacklist
ELEA-2025-17427,Oracle,Not System Critical,Component 'nodejs-packaging' is not in the whitelist or matches an explicit blacklist
ELEA-2025-19574,Oracle,Not System Critical,Component 'mecab' is not in the whitelist or matches an explicit blacklist
ELEA-2025-19577,Oracle,Not System Critical,Component 'nodejs-packaging' is not in the whitelist or matches an explicit blacklist
ELEA-2025-19582,Oracle,Not System Critical,Component 'nodejs-packaging' is not in the whitelist or matches an explicit blacklist
ELEA-2025-19586,Oracle,Not System Critical,Component 'rhel-system-roles' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20105-0,Oracle,Not System Critical,Component 'tzdata' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20165-0,Oracle,Not System Critical,Component 'iniparser' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20312-0,Oracle,Not System Critical,Component 'ignition' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20329-0,Oracle,Not System Critical,Component 'rust-coreos-installer' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20348-0,Oracle,Not System Critical,Component 'rhel-system-roles' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20368-0,Oracle,Not System Critical,Component 'gcc-toolset' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20382-0,Oracle,Not System Critical,Component 'rust-afterburn' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20394-0,Oracle,Not System Critical,Component 'butane' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20420-0,Oracle,Not System Critical,Component 'linux-sgx' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20421-0,Oracle,Not System Critical,Component 'linux-sgx-enclaves-prebuilt' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20440-0,Oracle,Not System Critical,Component 'dwz' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20451-0,Oracle,Not System Critical,Component 'libuv' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20505-0,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20508-0,Oracle,Not System Critical,Component 'java' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20528-0,Oracle,Not System Critical,Component 'tzdata' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20662-0,Oracle,Not System Critical,Component 'ignition' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20690-0,Oracle,Not System Critical,Component 'rust-coreos-installer' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20710-0,Oracle,Not System Critical,Component 'linux-sgx-enclaves-prebuilt' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20712-0,Oracle,Not System Critical,Component 'rhel-system-roles' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20744,Oracle,Not System Critical,Component 'rust-afterburn' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20761,Oracle,Not System Critical,Component 'butane' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20786,Oracle,Not System Critical,Component 'linux-sgx' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20818,Oracle,Not System Critical,Component 'gdb' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20851,Oracle,Not System Critical,Component 'nodejs-nodemon' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20853,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20929,Oracle,Not System Critical,Component 'butane' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20933,Oracle,Not System Critical,Component 'nodejs-nodemon' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20996,Oracle,Not System Critical,Component 'butane' is not in the whitelist or matches an explicit blacklist
ELEA-2025-20999,Oracle,Not System Critical,Component 'nodejs24' is not in the whitelist or matches an explicit blacklist
ELEA-2025-21074,Oracle,Not System Critical,Component 'gcc-toolset' is not in the whitelist or matches an explicit blacklist
ELEA-2025-23332,Oracle,Not System Critical,Component 'nodejs-packaging' is not in the whitelist or matches an explicit blacklist
ELEA-2025-23373,Oracle,Not System Critical,Component 'nodejs-nodemon' is not in the whitelist or matches an explicit blacklist
ELEA-2025-23419,Oracle,Not System Critical,Component 'java' is not in the whitelist or matches an explicit blacklist
ELEA-2026-0060,Oracle,Not System Critical,Component 'java' is not in the whitelist or matches an explicit blacklist
ELSA-2025-15904,Oracle,Not System Critical,Component 'libslirp' is not in the whitelist or matches an explicit blacklist
ELSA-2025-16108,Oracle,Not System Critical,Component 'firefox' is not in the whitelist or matches an explicit blacklist
ELSA-2025-16109,Oracle,Not System Critical,Component 'firefox' is not in the whitelist or matches an explicit blacklist
ELSA-2025-16156,Oracle,Not System Critical,Component 'thunderbird' is not in the whitelist or matches an explicit blacklist
ELSA-2025-16157,Oracle,Not System Critical,Component 'thunderbird' is not in the whitelist or matches an explicit blacklist
ELSA-2025-16260,Oracle,Not System Critical,Component 'firefox' is not in the whitelist or matches an explicit blacklist
ELSA-2025-16589,Oracle,Not System Critical,Component 'thunderbird' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17084,Oracle,Not System Critical,Component 'ipa' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17085,Oracle,Not System Critical,Component 'ipa' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17129,Oracle,Not System Critical,Component 'python-yubico' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17428,Oracle,Not System Critical,Component 'open-vm-tools' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17429,Oracle,Not System Critical,Component 'open-vm-tools' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17509,Oracle,Not System Critical,Component 'open-vm-tools' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17675,Oracle,Not System Critical,Component 'compat-libtiff3' is not in the whitelist or matches an explicit blacklist
ELSA-2025-17802,Oracle,Not System Critical,Component 'webkit2gtk3' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18070,Oracle,Not System Critical,Component 'webkit2gtk3' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18097,Oracle,Not System Critical,Component 'webkit2gtk3' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18148,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18149,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18150,Oracle,Not System Critical,Component 'dotnet' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18151,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18152,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18153,Oracle,Not System Critical,Component 'dotnet-sdk' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18154,Oracle,Not System Critical,Component 'firefox' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18155,Oracle,Not System Critical,Component 'firefox' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18183,Oracle,Not System Critical,Component 'libsoup3' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18285,Oracle,Not System Critical,Component 'firefox' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18320,Oracle,Not System Critical,Component 'thunderbird' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18321,Oracle,Not System Critical,Component 'thunderbird' is not in the whitelist or matches an explicit blacklist
ELSA-2025-18983,Oracle,Not System Critical,Component 'thunderbird' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19107,Oracle,Not System Critical,Component 'squid' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19113,Oracle,Not System Critical,Component 'libtiff' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19156,Oracle,Not System Critical,Component 'libtiff' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19237,Oracle,Not System Critical,Component 'redis' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19238,Oracle,Not System Critical,Component 'redis' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19276,Oracle,Not System Critical,Component 'libtiff' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19345,Oracle,Not System Critical,Component 'redis' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19403,Oracle,Not System Critical,Component 'expat' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19489,Oracle,Not System Critical,Component 'tigervnc' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19610,Oracle,Not System Critical,Component 'sssd' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19675,Oracle,Not System Critical,Component 'valkey' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19713,Oracle,Not System Critical,Component 'libsoup' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19714,Oracle,Not System Critical,Component 'libsoup' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19772,Oracle,Not System Critical,Component 'qt6-qtsvg' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19793,Oracle,Not System Critical,Component '23' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19851,Oracle,Not System Critical,Component 'sssd' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19909,Oracle,Not System Critical,Component 'tigervnc' is not in the whitelist or matches an explicit blacklist
ELSA-2025-19950,Oracle,Not System Critical,Component '29' is not in the whitelist or matches an explicit blacklist
